output_area,All household spaces,Occupied household spaces,Unoccupied household spaces,Unoccupied household spaces: Second residence/holiday accommodation,Unoccupied household spaces: Vacant
S00124894,44,43,1,0,1
S00124895,66,66,0,0,0
S00124896,61,61,0,0,0
S00124897,40,40,0,0,0
S00124898,57,56,1,0,1
S00124899,66,65,1,0,1
S00124900,55,54,1,0,1
S00124901,40,40,0,0,0
S00124902,38,38,0,0,0
S00124903,71,71,0,0,0
S00124904,74,72,2,0,2
S00124905,47,47,0,0,0
S00124906,34,31,3,0,3
S00124907,51,51,0,0,0
S00124908,68,68,0,0,0
S00124909,62,62,0,0,0
S00124910,66,66,0,0,0
S00124911,60,60,0,0,0
S00124912,74,74,0,0,0
S00124913,42,42,0,0,0
S00124914,53,53,0,0,0
S00124915,33,31,2,0,2
S00124916,46,46,0,0,0
S00124917,43,43,0,0,0
S00124918,41,41,0,0,0
S00124919,52,52,0,0,0
S00124920,54,54,0,0,0
S00124921,51,50,1,0,1
S00124922,42,42,0,0,0
S00124923,42,42,0,0,0
S00124924,73,73,0,0,0
S00124925,47,46,1,0,1
S00124926,67,66,1,0,1
S00124927,66,66,0,0,0
S00124928,65,64,1,0,1
S00124929,72,71,1,0,1
S00124930,59,57,2,0,2
S00124931,53,53,0,0,0
S00124932,43,43,0,0,0
S00124933,79,77,2,0,2
S00124934,61,61,0,0,0
S00124935,50,50,0,0,0
S00124936,40,40,0,0,0
S00124937,39,37,2,0,2
S00124938,73,73,0,0,0
S00124939,57,56,1,0,1
S00124940,49,49,0,0,0
S00124941,52,51,1,0,1
S00124942,46,46,0,0,0
S00124943,47,47,0,0,0
S00124944,73,73,0,0,0
S00124945,70,70,0,0,0
S00124946,45,45,0,0,0
S00124947,45,45,0,0,0
S00124948,26,26,0,0,0
S00124949,30,30,0,0,0
S00124950,59,58,1,0,1
S00124951,48,48,0,0,0
S00124952,48,48,0,0,0
S00124953,44,44,0,0,0
S00124954,60,60,0,0,0
S00124955,50,50,0,0,0
S00124956,49,49,0,0,0
S00124957,49,49,0,0,0
S00124958,50,50,0,0,0
S00124959,48,48,0,0,0
S00124960,40,40,0,0,0
S00124961,57,57,0,0,0
S00124962,62,62,0,0,0
S00124963,61,61,0,0,0
S00124964,74,74,0,0,0
S00124965,59,59,0,0,0
S00124966,74,73,1,0,1
S00124967,62,62,0,0,0
S00124968,43,42,1,0,1
S00124969,69,68,1,0,1
S00124970,70,69,1,0,1
S00124971,57,57,0,0,0
S00124972,49,49,0,0,0
S00124973,45,45,0,0,0
S00124974,56,56,0,0,0
S00124975,50,46,4,0,4
S00124976,39,39,0,0,0
S00124977,77,75,2,0,2
S00124978,47,47,0,0,0
S00124979,60,59,1,0,1
S00124980,49,49,0,0,0
S00124981,56,56,0,0,0
S00124982,40,40,0,0,0
S00124983,45,44,1,0,1
S00124984,40,39,1,0,1
S00124985,64,63,1,0,1
S00124986,61,57,4,0,4
S00124987,43,43,0,0,0
S00124988,67,67,0,0,0
S00124989,57,56,1,0,1
S00124990,74,73,1,0,1
S00124991,61,61,0,0,0
S00124992,48,48,0,0,0
S00124993,70,70,0,0,0
S00124994,72,71,1,0,1
S00124995,49,49,0,0,0
S00124996,78,74,4,0,4
S00124997,86,85,1,0,1
S00124998,48,48,0,0,0
S00124999,47,47,0,0,0
S00125000,45,45,0,0,0
S00125001,62,62,0,0,0
S00125002,69,69,0,0,0
S00125003,63,63,0,0,0
S00125004,47,47,0,0,0
S00125005,54,54,0,0,0
S00125006,42,42,0,0,0
S00125007,33,32,1,0,1
S00125008,41,41,0,0,0
S00125009,55,55,0,0,0
S00125010,40,40,0,0,0
S00125011,58,58,0,0,0
S00125012,69,69,0,0,0
S00125013,71,71,0,0,0
S00125014,52,52,0,0,0
S00125015,70,69,1,0,1
S00125016,51,50,1,0,1
S00125017,39,38,1,0,1
S00125018,44,44,0,0,0
S00125019,54,54,0,0,0
S00125020,67,67,0,0,0
S00125021,56,55,1,0,1
S00125022,53,53,0,0,0
S00125023,69,69,0,0,0
S00125024,50,49,1,0,1
S00125025,80,77,3,0,3
S00125026,72,70,2,0,2
S00125027,75,74,1,0,1
S00125028,41,41,0,0,0
S00125029,40,38,2,0,2
S00125030,41,40,1,0,1
S00125031,76,76,0,0,0
S00125032,63,62,1,0,1
S00125033,53,52,1,0,1
S00125034,77,76,1,0,1
S00125035,64,64,0,0,0
S00125036,50,49,1,0,1
S00125037,47,40,7,0,7
S00125038,51,51,0,0,0
S00125039,74,73,1,0,1
S00125040,63,62,1,0,1
S00125041,76,74,2,0,2
S00125042,67,66,1,0,1
S00125043,45,45,0,0,0
S00125044,74,71,3,0,3
S00125045,63,63,0,0,0
S00125046,42,41,1,0,1
S00125047,69,67,2,0,2
S00125048,39,38,1,0,1
S00125049,44,44,0,0,0
S00125050,64,64,0,0,0
S00125051,64,59,5,1,4
S00125052,63,63,0,0,0
S00125053,58,58,0,0,0
S00125054,51,50,1,0,1
S00125055,46,46,0,0,0
S00125056,51,51,0,0,0
S00125057,39,38,1,0,1
S00125058,61,61,0,0,0
S00125059,50,48,2,0,2
S00125060,55,51,4,0,4
S00125061,64,60,4,0,4
S00125062,54,52,2,0,2
S00125063,62,58,4,0,4
S00125064,66,61,5,0,5
S00125065,43,41,2,0,2
S00125066,47,46,1,0,1
S00125067,56,53,3,0,3
S00125068,44,42,2,1,1
S00125069,44,39,5,1,4
S00125070,58,57,1,0,1
S00125071,49,49,0,0,0
S00125072,40,39,1,0,1
S00125073,49,49,0,0,0
S00125074,54,54,0,0,0
S00125075,57,57,0,0,0
S00125076,36,36,0,0,0
S00125077,53,53,0,0,0
S00125078,49,49,0,0,0
S00125079,82,82,0,0,0
S00125080,63,63,0,0,0
S00125081,44,44,0,0,0
S00125082,31,27,4,1,3
S00125083,57,57,0,0,0
S00125084,32,32,0,0,0
S00125085,63,62,1,0,1
S00125086,46,46,0,0,0
S00125087,42,42,0,0,0
S00125088,45,44,1,0,1
S00125089,58,55,3,0,3
S00125090,54,54,0,0,0
S00125091,39,36,3,0,3
S00125092,43,42,1,0,1
S00125093,50,50,0,0,0
S00125094,69,69,0,0,0
S00125095,39,38,1,0,1
S00125096,45,45,0,0,0
S00125097,52,50,2,0,2
S00125098,38,38,0,0,0
S00125099,60,60,0,0,0
S00125100,75,73,2,0,2
S00125101,36,35,1,0,1
S00125102,32,32,0,0,0
S00125103,72,71,1,0,1
S00125104,30,30,0,0,0
S00125105,28,27,1,0,1
S00125106,30,30,0,0,0
S00125107,73,71,2,0,2
S00125108,31,31,0,0,0
S00125109,66,65,1,0,1
S00125110,62,55,7,0,7
S00125111,58,57,1,0,1
S00125112,67,66,1,1,0
S00125113,22,22,0,0,0
S00125114,38,38,0,0,0
S00125115,33,33,0,0,0
S00125116,44,43,1,0,1
S00125117,46,44,2,0,2
S00125118,47,43,4,0,4
S00125119,48,47,1,0,1
S00125120,33,33,0,0,0
S00125121,25,24,1,0,1
S00125122,45,45,0,0,0
S00125123,35,35,0,0,0
S00125124,30,29,1,0,1
S00125125,22,22,0,0,0
S00125126,54,52,2,0,2
S00125127,37,37,0,0,0
S00125128,40,39,1,0,1
S00125129,68,68,0,0,0
S00125130,39,39,0,0,0
S00125131,40,39,1,0,1
S00125132,58,55,3,0,3
S00125133,26,26,0,0,0
S00125134,50,49,1,0,1
S00125135,53,51,2,0,2
S00125136,44,44,0,0,0
S00125137,34,32,2,0,2
S00125138,36,36,0,0,0
S00125139,43,43,0,0,0
S00125140,54,54,0,0,0
S00125141,41,41,0,0,0
S00125142,53,52,1,0,1
S00125143,45,45,0,0,0
S00125144,34,32,2,0,2
S00125145,68,52,16,0,16
S00125146,38,38,0,0,0
S00125147,65,65,0,0,0
S00125148,48,45,3,0,3
S00125149,49,46,3,0,3
S00125150,28,25,3,0,3
S00125151,48,48,0,0,0
S00125152,36,35,1,0,1
S00125153,49,43,6,0,6
S00125154,75,75,0,0,0
S00125155,42,42,0,0,0
S00125156,32,32,0,0,0
S00125157,70,68,2,0,2
S00125158,48,48,0,0,0
S00125159,48,46,2,0,2
S00125160,50,49,1,0,1
S00125161,43,42,1,0,1
S00125162,48,47,1,0,1
S00125163,42,42,0,0,0
S00125164,53,50,3,0,3
S00125165,68,63,5,0,5
S00125166,50,49,1,0,1
S00125167,45,44,1,0,1
S00125168,36,36,0,0,0
S00125169,42,41,1,0,1
S00125170,28,27,1,0,1
S00125171,58,57,1,0,1
S00125172,53,51,2,0,2
S00125173,74,72,2,0,2
S00125174,77,77,0,0,0
S00125175,40,38,2,0,2
S00125176,46,45,1,0,1
S00125177,27,27,0,0,0
S00125178,41,40,1,0,1
S00125179,52,52,0,0,0
S00125180,43,42,1,0,1
S00125181,43,43,0,0,0
S00125182,47,46,1,0,1
S00125183,44,43,1,0,1
S00125184,28,28,0,0,0
S00125185,28,27,1,0,1
S00125186,25,23,2,0,2
S00125187,63,61,2,0,2
S00125188,47,47,0,0,0
S00125189,63,63,0,0,0
S00125190,30,29,1,0,1
S00125191,44,43,1,0,1
S00125192,48,47,1,0,1
S00125193,47,46,1,0,1
S00125194,50,49,1,0,1
S00125195,27,26,1,0,1
S00125196,40,37,3,0,3
S00125197,37,37,0,0,0
S00125198,43,42,1,0,1
S00125199,33,33,0,0,0
S00125200,37,37,0,0,0
S00125201,34,33,1,0,1
S00125202,21,21,0,0,0
S00125203,45,45,0,0,0
S00125204,37,37,0,0,0
S00125205,30,27,3,0,3
S00125206,35,35,0,0,0
S00125207,69,68,1,1,0
S00125208,51,51,0,0,0
S00125209,46,46,0,0,0
S00125210,58,58,0,0,0
S00125211,43,40,3,0,3
S00125212,40,40,0,0,0
S00125213,42,42,0,0,0
S00125214,40,40,0,0,0
S00125215,61,61,0,0,0
S00125216,43,42,1,0,1
S00125217,62,61,1,0,1
S00125218,61,60,1,0,1
S00125219,53,51,2,0,2
S00125220,64,62,2,0,2
S00125221,24,24,0,0,0
S00125222,56,55,1,0,1
S00125223,30,30,0,0,0
S00125224,49,46,3,0,3
S00125225,42,38,4,1,3
S00125226,53,53,0,0,0
S00125227,56,55,1,0,1
S00125228,67,67,0,0,0
S00125229,62,62,0,0,0
S00125230,36,36,0,0,0
S00125231,60,60,0,0,0
S00125232,45,45,0,0,0
S00125233,80,77,3,0,3
S00125234,76,75,1,0,1
S00125235,30,30,0,0,0
S00125236,24,24,0,0,0
S00125237,40,40,0,0,0
S00125238,33,32,1,0,1
S00125239,27,27,0,0,0
S00125240,39,37,2,0,2
S00125241,64,63,1,0,1
S00125242,61,60,1,0,1
S00125243,48,47,1,0,1
S00125244,37,33,4,0,4
S00125245,43,42,1,0,1
S00125246,79,77,2,0,2
S00125247,30,30,0,0,0
S00125248,52,50,2,0,2
S00125249,38,38,0,0,0
S00125250,79,77,2,0,2
S00125251,41,40,1,0,1
S00125252,78,77,1,0,1
S00125253,61,61,0,0,0
S00125254,49,49,0,0,0
S00125255,40,40,0,0,0
S00125256,35,35,0,0,0
S00125257,50,50,0,0,0
S00125258,80,76,4,0,4
S00125259,84,69,15,0,15
S00125260,71,66,5,0,5
S00125261,86,76,10,0,10
S00125262,54,51,3,0,3
S00125263,42,39,3,0,3
S00125264,54,52,2,0,2
S00125265,32,30,2,0,2
S00125266,28,27,1,0,1
S00125267,43,42,1,0,1
S00125268,54,54,0,0,0
S00125269,91,71,20,0,20
S00125270,44,44,0,0,0
S00125271,41,39,2,1,1
S00125272,36,35,1,0,1
S00125273,57,57,0,0,0
S00125274,61,59,2,0,2
S00125275,25,25,0,0,0
S00125276,23,23,0,0,0
S00125277,66,66,0,0,0
S00125278,37,37,0,0,0
S00125279,62,62,0,0,0
S00125280,59,59,0,0,0
S00125281,29,28,1,0,1
S00125282,34,34,0,0,0
S00125283,48,47,1,0,1
S00125284,63,61,2,0,2
S00125285,39,39,0,0,0
S00125286,22,22,0,0,0
S00125287,60,60,0,0,0
S00125288,39,38,1,0,1
S00125289,61,60,1,0,1
S00125290,36,35,1,0,1
S00125291,64,62,2,0,2
S00125292,36,35,1,0,1
S00125293,54,53,1,0,1
S00125294,82,79,3,0,3
S00125295,48,46,2,0,2
S00125296,37,34,3,0,3
S00125297,59,59,0,0,0
S00125298,28,27,1,0,1
S00125299,64,61,3,0,3
S00125300,64,60,4,0,4
S00125301,35,34,1,0,1
S00125302,69,65,4,0,4
S00125303,44,43,1,0,1
S00125304,45,45,0,0,0
S00125305,61,56,5,0,5
S00125306,58,57,1,0,1
S00125307,50,49,1,0,1
S00125308,54,54,0,0,0
S00125309,53,45,8,1,7
S00125310,62,53,9,0,9
S00125311,68,68,0,0,0
S00125312,49,48,1,0,1
S00125313,57,56,1,0,1
S00125314,47,47,0,0,0
S00125315,58,58,0,0,0
S00125316,49,47,2,0,2
S00125317,58,54,4,0,4
S00125318,49,43,6,0,6
S00125319,48,43,5,0,5
S00125320,57,53,4,0,4
S00125321,57,53,4,0,4
S00125322,48,46,2,0,2
S00125323,57,57,0,0,0
S00125324,49,49,0,0,0
S00125325,58,57,1,0,1
S00125326,48,46,2,0,2
S00125327,58,57,1,0,1
S00125328,47,39,8,0,8
S00125329,64,64,0,0,0
S00125330,37,37,0,0,0
S00125331,34,33,1,0,1
S00125332,59,59,0,0,0
S00125333,27,27,0,0,0
S00125334,61,60,1,0,1
S00125335,56,55,1,0,1
S00125336,27,27,0,0,0
S00125337,57,56,1,0,1
S00125338,36,34,2,0,2
S00125339,31,31,0,0,0
S00125340,64,64,0,0,0
S00125341,38,38,0,0,0
S00125342,49,49,0,0,0
S00125343,40,40,0,0,0
S00125344,47,47,0,0,0
S00125345,53,53,0,0,0
S00125346,34,34,0,0,0
S00125347,57,55,2,0,2
S00125348,37,34,3,0,3
S00125349,31,30,1,0,1
S00125350,57,57,0,0,0
S00125351,51,49,2,0,2
S00125352,35,35,0,0,0
S00125353,33,31,2,0,2
S00125354,51,50,1,0,1
S00125355,62,60,2,0,2
S00125356,27,27,0,0,0
S00125357,55,55,0,0,0
S00125358,36,36,0,0,0
S00125359,61,61,0,0,0
S00125360,27,27,0,0,0
S00125361,32,29,3,0,3
S00125362,58,57,1,0,1
S00125363,22,22,0,0,0
S00125364,73,73,0,0,0
S00125365,66,66,0,0,0
S00125366,29,29,0,0,0
S00125367,62,61,1,0,1
S00125368,36,34,2,0,2
S00125369,47,47,0,0,0
S00125370,57,57,0,0,0
S00125371,61,61,0,0,0
S00125372,42,41,1,0,1
S00125373,32,32,0,0,0
S00125374,67,67,0,0,0
S00125375,78,78,0,0,0
S00125376,34,33,1,0,1
S00125377,53,50,3,1,2
S00125378,66,63,3,0,3
S00125379,73,70,3,0,3
S00125380,35,34,1,0,1
S00125381,86,83,3,0,3
S00125382,69,68,1,0,1
S00125383,63,60,3,1,2
S00125384,57,56,1,0,1
S00125385,89,80,9,0,9
S00125386,71,66,5,0,5
S00125387,83,83,0,0,0
S00125388,125,125,0,0,0
S00125389,23,23,0,0,0
S00125390,38,38,0,0,0
S00125391,42,42,0,0,0
S00125392,42,40,2,0,2
S00125393,64,64,0,0,0
S00125394,55,54,1,0,1
S00125395,37,37,0,0,0
S00125396,45,45,0,0,0
S00125397,69,69,0,0,0
S00125398,54,54,0,0,0
S00125399,51,51,0,0,0
S00125400,83,78,5,0,5
S00125401,41,40,1,0,1
S00125402,60,60,0,0,0
S00125403,54,54,0,0,0
S00125404,75,74,1,0,1
S00125405,47,44,3,0,3
S00125406,46,44,2,0,2
S00125407,49,48,1,0,1
S00125408,59,58,1,0,1
S00125409,27,27,0,0,0
S00125410,67,65,2,0,2
S00125411,55,53,2,0,2
S00125412,52,49,3,0,3
S00125413,49,48,1,0,1
S00125414,54,50,4,0,4
S00125415,78,76,2,0,2
S00125416,84,84,0,0,0
S00125417,24,24,0,0,0
S00125418,40,40,0,0,0
S00125419,45,43,2,0,2
S00125420,36,35,1,0,1
S00125421,81,79,2,0,2
S00125422,39,38,1,0,1
S00125423,51,51,0,0,0
S00125424,27,27,0,0,0
S00125425,67,67,0,0,0
S00125426,82,80,2,0,2
S00125427,60,60,0,0,0
S00125428,54,54,0,0,0
S00125429,69,68,1,0,1
S00125430,61,61,0,0,0
S00125431,25,25,0,0,0
S00125432,54,54,0,0,0
S00125433,57,55,2,1,1
S00125434,46,46,0,0,0
S00125435,44,44,0,0,0
S00125436,60,60,0,0,0
S00125437,41,41,0,0,0
S00125438,56,56,0,0,0
S00125439,60,54,6,1,5
S00125440,59,59,0,0,0
S00125441,35,35,0,0,0
S00125442,40,40,0,0,0
S00125443,51,51,0,0,0
S00125444,57,56,1,0,1
S00125445,36,35,1,0,1
S00125446,35,33,2,0,2
S00125447,53,52,1,0,1
S00125448,41,40,1,0,1
S00125449,53,53,0,0,0
S00125450,49,49,0,0,0
S00125451,38,36,2,0,2
S00125452,47,46,1,0,1
S00125453,38,37,1,0,1
S00125454,38,38,0,0,0
S00125455,58,58,0,0,0
S00125456,72,72,0,0,0
S00125457,37,37,0,0,0
S00125458,40,38,2,0,2
S00125459,42,42,0,0,0
S00125460,64,62,2,0,2
S00125461,40,40,0,0,0
S00125462,83,80,3,0,3
S00125463,48,47,1,0,1
S00125464,57,54,3,0,3
S00125465,44,42,2,0,2
S00125466,79,77,2,0,2
S00125467,31,30,1,0,1
S00125468,56,55,1,0,1
S00125469,39,37,2,0,2
S00125470,57,56,1,0,1
S00125471,46,46,0,0,0
S00125472,38,36,2,0,2
S00125473,73,72,1,0,1
S00125474,54,54,0,0,0
S00125475,54,53,1,0,1
S00125476,51,51,0,0,0
S00125477,58,57,1,0,1
S00125478,35,35,0,0,0
S00125479,36,35,1,0,1
S00125480,73,71,2,0,2
S00125481,37,37,0,0,0
S00125482,57,49,8,0,8
S00125483,55,54,1,0,1
S00125484,55,55,0,0,0
S00125485,41,39,2,0,2
S00125486,49,49,0,0,0
S00125487,42,42,0,0,0
S00125488,32,31,1,0,1
S00125489,61,61,0,0,0
S00125490,41,41,0,0,0
S00125491,42,42,0,0,0
S00125492,55,55,0,0,0
S00125493,40,40,0,0,0
S00125494,69,69,0,0,0
S00125495,79,79,0,0,0
S00125496,49,44,5,0,5
S00125497,60,60,0,0,0
S00125498,55,53,2,0,2
S00125499,47,43,4,0,4
S00125500,63,63,0,0,0
S00125501,64,62,2,0,2
S00125502,57,56,1,0,1
S00125503,43,43,0,0,0
S00125504,46,46,0,0,0
S00125505,56,56,0,0,0
S00125506,35,35,0,0,0
S00125507,72,71,1,0,1
S00125508,55,54,1,0,1
S00125509,42,41,1,0,1
S00125510,58,58,0,0,0
S00125511,70,70,0,0,0
S00125512,84,83,1,0,1
S00125513,40,40,0,0,0
S00125514,58,55,3,0,3
S00125515,57,56,1,0,1
S00125516,40,39,1,0,1
S00125517,57,56,1,0,1
S00125518,27,27,0,0,0
S00125519,88,87,1,0,1
S00125520,58,53,5,0,5
S00125521,54,48,6,0,6
S00125522,54,54,0,0,0
S00125523,52,50,2,0,2
S00125524,45,44,1,0,1
S00125525,54,54,0,0,0
S00125526,40,40,0,0,0
S00125527,33,33,0,0,0
S00125528,46,46,0,0,0
S00125529,46,46,0,0,0
S00125530,71,69,2,0,2
S00125531,62,62,0,0,0
S00125532,67,65,2,0,2
S00125533,36,36,0,0,0
S00125534,86,83,3,0,3
S00125535,38,38,0,0,0
S00125536,60,60,0,0,0
S00125537,55,53,2,0,2
S00125538,54,53,1,0,1
S00125539,44,44,0,0,0
S00125540,58,58,0,0,0
S00125541,74,73,1,0,1
S00125542,63,63,0,0,0
S00125543,48,47,1,0,1
S00125544,63,63,0,0,0
S00125545,48,46,2,0,2
S00125546,48,48,0,0,0
S00125547,68,67,1,0,1
S00125548,41,41,0,0,0
S00125549,55,55,0,0,0
S00125550,31,31,0,0,0
S00125551,58,58,0,0,0
S00125552,32,32,0,0,0
S00125553,24,21,3,0,3
S00125554,88,87,1,0,1
S00125555,36,35,1,0,1
S00125556,68,68,0,0,0
S00125557,61,58,3,0,3
S00125558,49,48,1,0,1
S00125559,61,58,3,1,2
S00125560,65,55,10,0,10
S00125561,43,43,0,0,0
S00125562,50,48,2,0,2
S00125563,49,49,0,0,0
S00125564,48,48,0,0,0
S00125565,59,58,1,0,1
S00125566,44,44,0,0,0
S00125567,72,70,2,0,2
S00125568,51,51,0,0,0
S00125569,50,49,1,0,1
S00125570,96,94,2,0,2
S00125571,29,28,1,0,1
S00125572,104,104,0,0,0
S00125573,36,36,0,0,0
S00125574,73,72,1,0,1
S00125575,75,72,3,0,3
S00125576,22,22,0,0,0
S00125577,68,66,2,0,2
S00125578,47,46,1,0,1
S00125579,53,53,0,0,0
S00125580,53,53,0,0,0
S00125581,50,50,0,0,0
S00125582,54,52,2,0,2
S00125583,71,70,1,0,1
S00125584,63,61,2,0,2
S00125585,72,72,0,0,0
S00125586,71,70,1,0,1
S00125587,63,63,0,0,0
S00125588,65,65,0,0,0
S00125589,50,48,2,1,1
S00125590,64,64,0,0,0
S00125591,49,48,1,0,1
S00125592,88,75,13,0,13
S00125593,73,66,7,0,7
S00125594,63,62,1,0,1
S00125595,47,47,0,0,0
S00125596,31,31,0,0,0
S00125597,63,62,1,0,1
S00125598,53,53,0,0,0
S00125599,63,63,0,0,0
S00125600,40,40,0,0,0
S00125601,33,32,1,0,1
S00125602,56,55,1,0,1
S00125603,55,51,4,0,4
S00125604,46,41,5,0,5
S00125605,49,48,1,0,1
S00125606,57,54,3,0,3
S00125607,49,39,10,0,10
S00125608,70,70,0,0,0
S00125609,35,28,7,0,7
S00125610,69,69,0,0,0
S00125611,36,35,1,0,1
S00125612,80,77,3,0,3
S00125613,44,44,0,0,0
S00125614,83,75,8,0,8
S00125615,55,55,0,0,0
S00125616,52,51,1,0,1
S00125617,58,57,1,0,1
S00125618,70,70,0,0,0
S00125619,51,51,0,0,0
S00125620,40,40,0,0,0
S00125621,54,54,0,0,0
S00125622,41,41,0,0,0
S00125623,35,35,0,0,0
S00125624,52,52,0,0,0
S00125625,56,54,2,0,2
S00125626,67,62,5,0,5
S00125627,44,41,3,0,3
S00125628,59,57,2,0,2
S00125629,42,40,2,0,2
S00125630,43,43,0,0,0
S00125631,44,44,0,0,0
S00125632,53,53,0,0,0
S00125633,49,48,1,0,1
S00125634,44,40,4,0,4
S00125635,50,50,0,0,0
S00125636,37,37,0,0,0
S00125637,35,35,0,0,0
S00125638,36,35,1,0,1
S00125639,48,48,0,0,0
S00125640,62,62,0,0,0
S00125641,63,61,2,0,2
S00125642,29,29,0,0,0
S00125643,60,59,1,0,1
S00125644,88,85,3,0,3
S00125645,34,32,2,0,2
S00125646,78,70,8,0,8
S00125647,48,46,2,0,2
S00125648,60,60,0,0,0
S00125649,60,59,1,0,1
S00125650,47,47,0,0,0
S00125651,47,47,0,0,0
S00125652,38,38,0,0,0
S00125653,56,53,3,0,3
S00125654,77,77,0,0,0
S00125655,51,51,0,0,0
S00125656,65,65,0,0,0
S00125657,60,59,1,0,1
S00125658,66,65,1,0,1
S00125659,50,48,2,0,2
S00125660,69,69,0,0,0
S00125661,69,68,1,0,1
S00125662,44,44,0,0,0
S00125663,46,45,1,0,1
S00125664,36,34,2,0,2
S00125665,45,45,0,0,0
S00125666,52,52,0,0,0
S00125667,71,69,2,0,2
S00125668,107,98,9,0,9
S00125669,50,49,1,0,1
S00125670,35,35,0,0,0
S00125671,55,53,2,1,1
S00125672,49,49,0,0,0
S00125673,65,64,1,1,0
S00125674,48,47,1,0,1
S00125675,42,41,1,0,1
S00125676,51,51,0,0,0
S00125677,43,43,0,0,0
S00125678,41,41,0,0,0
S00125679,39,39,0,0,0
S00125680,39,39,0,0,0
S00125681,38,38,0,0,0
S00125682,130,126,4,0,4
S00125683,40,40,0,0,0
S00125684,88,86,2,0,2
S00125685,67,65,2,0,2
S00125686,53,52,1,0,1
S00125687,49,47,2,0,2
S00125688,67,64,3,0,3
S00125689,52,52,0,0,0
S00125690,34,34,0,0,0
S00125691,44,44,0,0,0
S00125692,60,59,1,0,1
S00125693,72,71,1,0,1
S00125694,36,36,0,0,0
S00125695,69,62,7,0,7
S00125696,42,41,1,0,1
S00125697,46,46,0,0,0
S00125698,74,74,0,0,0
S00125699,23,23,0,0,0
S00125700,76,75,1,0,1
S00125701,41,41,0,0,0
S00125702,31,31,0,0,0
S00125703,60,60,0,0,0
S00125704,59,58,1,0,1
S00125705,45,45,0,0,0
S00125706,30,30,0,0,0
S00125707,67,66,1,0,1
S00125708,29,28,1,0,1
S00125709,30,30,0,0,0
S00125710,56,55,1,1,0
S00125711,63,63,0,0,0
S00125712,66,65,1,0,1
S00125713,45,41,4,0,4
S00125714,84,82,2,0,2
S00125715,48,48,0,0,0
S00125716,39,38,1,0,1
S00125717,35,34,1,0,1
S00125718,56,55,1,0,1
S00125719,84,79,5,0,5
S00125720,54,52,2,0,2
S00125721,34,34,0,0,0
S00125722,62,61,1,0,1
S00125723,43,41,2,0,2
S00125724,75,72,3,0,3
S00125725,69,67,2,0,2
S00125726,34,32,2,0,2
S00125727,62,60,2,0,2
S00125728,52,52,0,0,0
S00125729,27,27,0,0,0
S00125730,60,60,0,0,0
S00125731,38,37,1,0,1
S00125732,56,49,7,0,7
S00125733,33,31,2,0,2
S00125734,65,63,2,0,2
S00125735,60,60,0,0,0
S00125736,24,24,0,0,0
S00125737,56,55,1,1,0
S00125738,38,38,0,0,0
S00125739,67,66,1,0,1
S00125740,38,38,0,0,0
S00125741,66,65,1,0,1
S00125742,101,100,1,0,1
S00125743,51,50,1,0,1
S00125744,36,36,0,0,0
S00125745,36,36,0,0,0
S00125746,55,54,1,0,1
S00125747,52,50,2,0,2
S00125748,70,67,3,0,3
S00125749,37,35,2,0,2
S00125750,54,53,1,0,1
S00125751,67,67,0,0,0
S00125752,37,37,0,0,0
S00125753,44,44,0,0,0
S00125754,72,59,13,0,13
S00125755,35,33,2,0,2
S00125756,66,64,2,0,2
S00125757,28,28,0,0,0
S00125758,59,59,0,0,0
S00125759,54,54,0,0,0
S00125760,31,31,0,0,0
S00125761,64,63,1,0,1
S00125762,61,60,1,0,1
S00125763,66,65,1,0,1
S00125764,36,36,0,0,0
S00125765,30,30,0,0,0
S00125766,64,64,0,0,0
S00125767,36,36,0,0,0
S00125768,41,40,1,0,1
S00125769,42,42,0,0,0
S00125770,92,92,0,0,0
S00125771,58,58,0,0,0
S00125772,26,26,0,0,0
S00125773,72,72,0,0,0
S00125774,46,46,0,0,0
S00125775,49,48,1,0,1
S00125776,77,77,0,0,0
S00125777,43,43,0,0,0
S00125778,49,46,3,0,3
S00125779,33,33,0,0,0
S00125780,67,66,1,1,0
S00125781,70,68,2,1,1
S00125782,63,62,1,0,1
S00125783,68,68,0,0,0
S00125784,88,88,0,0,0
S00125785,22,22,0,0,0
S00125786,56,55,1,0,1
S00125787,26,26,0,0,0
S00125788,37,37,0,0,0
S00125789,96,94,2,0,2
S00125790,37,37,0,0,0
S00125791,57,57,0,0,0
S00125792,49,48,1,0,1
S00125793,65,65,0,0,0
S00125794,66,65,1,0,1
S00125795,64,63,1,0,1
S00125796,26,26,0,0,0
S00125797,66,66,0,0,0
S00125798,53,52,1,0,1
S00125799,68,66,2,0,2
S00125800,38,38,0,0,0
S00125801,51,51,0,0,0
S00125802,54,54,0,0,0
S00125803,72,72,0,0,0
S00125804,48,48,0,0,0
S00125805,48,47,1,0,1
S00125806,38,38,0,0,0
S00125807,45,45,0,0,0
S00125808,54,53,1,0,1
S00125809,46,46,0,0,0
S00125810,54,54,0,0,0
S00125811,40,40,0,0,0
S00125812,62,62,0,0,0
S00125813,32,32,0,0,0
S00125814,87,86,1,0,1
S00125815,55,55,0,0,0
S00125816,66,66,0,0,0
S00125817,33,30,3,0,3
S00125818,34,33,1,0,1
S00125819,69,69,0,0,0
S00125820,58,57,1,0,1
S00125821,40,39,1,0,1
