output_area,All people in households,Up to 0.5 persons per room,Over 0.5 and up to 1.0 persons per room,Over 1.0 and up to 1.5 persons per room,Over 1.5 persons per room
S00126022,56,23,33,0,0
S00126023,54,27,21,4,2
S00126024,70,44,22,4,0
S00126025,52,31,19,0,2
S00126026,67,45,22,0,0
S00126027,105,60,39,6,0
S00126028,108,78,27,3,0
S00126029,132,93,39,0,0
S00126030,52,38,14,0,0
S00126031,94,64,30,0,0
S00126032,87,44,43,0,0
S00126033,120,70,44,6,0
S00126034,105,73,32,0,0
S00126035,150,92,58,0,0
S00126036,83,61,22,0,0
S00126037,94,57,37,0,0
S00126038,132,56,69,7,0
S00126039,94,55,32,7,0
S00126040,111,69,42,0,0
S00126041,145,68,77,0,0
S00126042,127,47,61,14,5
S00126043,154,77,77,0,0
S00126044,75,44,31,0,0
S00126045,128,103,25,0,0
S00126046,139,82,57,0,0
S00126047,87,65,20,0,2
S00126048,118,75,43,0,0
S00126049,92,54,38,0,0
S00126050,75,51,24,0,0
S00126051,98,53,45,0,0
S00126052,114,92,22,0,0
S00126053,86,60,26,0,0
S00126054,81,53,21,7,0
S00126055,69,44,25,0,0
S00126056,102,64,29,9,0
S00126057,98,54,44,0,0
S00126058,58,36,22,0,0
S00126059,73,40,33,0,0
S00126060,69,52,17,0,0
S00126061,111,62,49,0,0
S00126062,110,78,32,0,0
S00126063,115,89,26,0,0
S00126064,129,63,60,6,0
S00126065,97,49,48,0,0
S00126066,93,61,32,0,0
S00126067,141,109,32,0,0
S00126068,149,118,31,0,0
S00126069,119,75,30,14,0
S00126070,148,103,45,0,0
S00126071,148,101,47,0,0
S00126072,91,57,34,0,0
S00126073,102,76,26,0,0
S00126074,181,91,90,0,0
S00126075,160,85,75,0,0
S00126076,142,68,63,11,0
S00126077,144,91,47,6,0
S00126078,62,40,22,0,0
S00126079,113,80,33,0,0
S00126080,85,61,24,0,0
S00126081,152,87,58,4,3
S00126082,296,177,92,27,0
S00126083,170,96,74,0,0
S00126084,177,88,84,5,0
S00126085,146,71,58,17,0
S00126086,95,48,47,0,0
S00126087,109,60,49,0,0
S00126088,125,66,54,5,0
S00126089,169,89,80,0,0
S00126090,65,39,26,0,0
S00126091,116,70,46,0,0
S00126092,114,78,36,0,0
S00126093,57,43,14,0,0
S00126094,137,71,66,0,0
S00126095,124,77,43,4,0
S00126096,52,47,5,0,0
S00126097,114,82,32,0,0
S00126098,86,50,32,4,0
S00126099,90,59,31,0,0
S00126100,119,76,43,0,0
S00126101,163,107,51,5,0
S00126102,128,95,28,0,5
S00126103,108,75,33,0,0
S00126104,58,42,11,5,0
S00126105,152,112,40,0,0
S00126106,132,72,60,0,0
S00126107,115,81,34,0,0
S00126108,155,108,47,0,0
S00126109,145,106,39,0,0
S00126110,99,63,32,4,0
S00126111,110,76,34,0,0
S00126112,91,73,18,0,0
S00126113,167,96,71,0,0
S00126114,123,93,30,0,0
S00126115,123,96,27,0,0
S00126116,169,132,37,0,0
S00126117,183,120,63,0,0
S00126118,145,98,47,0,0
S00126119,151,104,47,0,0
S00126120,99,76,23,0,0
S00126121,78,70,3,5,0
S00126122,121,106,15,0,0
S00126123,92,78,14,0,0
S00126124,112,93,17,0,2
S00126125,105,71,34,0,0
S00126126,81,47,34,0,0
S00126127,57,40,17,0,0
S00126128,71,57,14,0,0
S00126129,217,159,53,5,0
S00126130,139,98,41,0,0
S00126131,99,58,41,0,0
S00126132,105,73,29,3,0
S00126133,65,52,10,3,0
S00126134,126,82,44,0,0
S00126135,73,56,17,0,0
S00126136,89,62,22,5,0
S00126137,143,100,43,0,0
S00126138,123,81,42,0,0
S00126139,83,69,7,5,2
S00126140,130,78,52,0,0
S00126141,116,80,36,0,0
S00126142,191,105,82,4,0
S00126143,107,76,25,6,0
S00126144,108,78,30,0,0
S00126145,62,42,20,0,0
S00126146,81,47,34,0,0
S00126147,158,105,47,6,0
S00126148,117,71,46,0,0
S00126149,111,84,27,0,0
S00126150,73,44,29,0,0
S00126151,168,93,75,0,0
S00126152,107,47,60,0,0
S00126153,150,106,35,9,0
S00126154,63,52,11,0,0
S00126155,57,47,10,0,0
S00126156,103,67,36,0,0
S00126157,85,55,30,0,0
S00126158,138,83,55,0,0
S00126159,133,69,64,0,0
S00126160,147,108,34,5,0
S00126161,227,180,47,0,0
S00126162,111,80,31,0,0
S00126163,73,40,33,0,0
S00126164,111,51,57,3,0
S00126165,133,75,55,3,0
S00126166,108,79,29,0,0
S00126167,153,103,50,0,0
S00126168,133,92,41,0,0
S00126169,134,83,51,0,0
S00126170,60,48,12,0,0
S00126171,119,94,25,0,0
S00126172,110,72,38,0,0
S00126173,75,45,30,0,0
S00126174,112,80,27,5,0
S00126175,184,123,55,6,0
S00126176,171,107,64,0,0
S00126177,159,80,74,5,0
S00126178,177,118,59,0,0
S00126179,75,47,28,0,0
S00126180,103,53,41,9,0
S00126181,63,47,16,0,0
S00126182,128,73,48,7,0
S00126183,91,63,28,0,0
S00126184,99,74,25,0,0
S00126185,96,66,30,0,0
S00126186,137,100,37,0,0
S00126187,172,116,56,0,0
S00126188,111,85,26,0,0
S00126189,194,129,65,0,0
S00126190,169,106,59,0,4
S00126191,110,61,43,6,0
S00126192,73,48,25,0,0
S00126193,125,51,69,5,0
S00126194,115,86,29,0,0
S00126195,118,92,26,0,0
S00126196,128,95,33,0,0
S00126197,152,102,50,0,0
S00126198,163,45,106,12,0
S00126199,88,64,24,0,0
S00126200,172,130,42,0,0
S00126201,93,69,17,7,0
S00126202,108,83,25,0,0
S00126203,126,108,18,0,0
S00126204,87,61,26,0,0
S00126205,69,41,28,0,0
S00126206,120,91,29,0,0
S00126207,108,77,24,0,7
S00126208,110,89,21,0,0
S00126209,160,125,35,0,0
S00126210,76,49,27,0,0
S00126211,104,80,14,5,5
S00126212,171,111,60,0,0
S00126213,90,64,26,0,0
S00126214,182,116,53,13,0
S00126215,59,37,22,0,0
S00126216,137,104,33,0,0
S00126217,86,65,21,0,0
S00126218,151,93,58,0,0
S00126219,87,68,19,0,0
S00126220,162,132,30,0,0
S00126221,66,36,30,0,0
S00126222,104,76,28,0,0
S00126223,56,44,12,0,0
S00126224,56,43,13,0,0
S00126225,167,135,32,0,0
S00126226,98,58,29,7,4
S00126227,87,56,31,0,0
S00126228,132,70,62,0,0
S00126229,151,79,66,6,0
S00126230,74,60,14,0,0
S00126231,66,47,19,0,0
S00126232,115,87,28,0,0
S00126233,94,59,30,5,0
S00126234,95,41,54,0,0
S00126235,64,52,12,0,0
S00126236,147,92,55,0,0
S00126237,111,84,27,0,0
S00126238,109,70,35,4,0
S00126239,83,64,19,0,0
S00126240,75,49,26,0,0
S00126241,91,66,19,6,0
S00126242,127,94,33,0,0
S00126243,92,55,37,0,0
S00126244,67,60,7,0,0
S00126245,127,104,23,0,0
S00126246,115,87,28,0,0
S00126247,91,47,37,7,0
S00126248,120,67,53,0,0
S00126249,98,64,34,0,0
S00126250,193,135,58,0,0
S00126251,60,51,9,0,0
S00126252,124,84,38,0,2
S00126253,107,78,18,11,0
S00126254,146,105,41,0,0
S00126255,98,75,11,8,4
S00126256,113,73,40,0,0
S00126257,52,28,24,0,0
S00126258,81,63,18,0,0
S00126259,130,78,45,7,0
S00126260,124,81,37,6,0
S00126261,88,74,10,4,0
S00126262,93,49,37,7,0
S00126263,97,51,40,6,0
S00126264,156,101,50,5,0
S00126265,160,123,32,5,0
S00126266,135,106,29,0,0
S00126267,111,81,23,0,7
S00126268,169,109,60,0,0
S00126269,115,95,20,0,0
S00126270,75,55,20,0,0
S00126271,101,61,35,5,0
S00126272,104,60,44,0,0
S00126273,115,61,54,0,0
S00126274,148,116,27,5,0
S00126275,88,64,24,0,0
S00126276,120,82,38,0,0
S00126277,89,52,37,0,0
S00126278,102,62,40,0,0
S00126279,132,88,40,4,0
S00126280,67,59,8,0,0
S00126281,66,38,28,0,0
S00126282,116,84,32,0,0
S00126283,93,72,21,0,0
S00126284,85,54,31,0,0
S00126285,130,96,34,0,0
S00126286,116,80,36,0,0
S00126287,190,112,74,4,0
S00126288,66,45,21,0,0
S00126289,59,31,28,0,0
S00126290,94,69,25,0,0
S00126291,55,53,2,0,0
S00126292,162,99,59,4,0
S00126293,60,36,24,0,0
S00126294,79,48,31,0,0
S00126295,180,120,57,3,0
S00126296,104,92,9,3,0
S00126297,148,85,63,0,0
S00126298,110,73,31,6,0
S00126299,98,61,24,6,7
S00126300,130,83,47,0,0
S00126301,117,101,16,0,0
S00126302,71,57,10,4,0
S00126303,86,55,26,5,0
S00126304,71,52,19,0,0
S00126305,100,79,21,0,0
S00126306,109,78,31,0,0
S00126307,115,71,35,9,0
S00126308,98,71,25,0,2
S00126309,157,109,43,5,0
S00126310,87,53,32,0,2
S00126311,97,63,34,0,0
S00126312,118,72,40,4,2
S00126313,80,63,17,0,0
S00126314,77,43,34,0,0
S00126315,55,51,4,0,0
S00126316,56,48,8,0,0
S00126317,134,62,66,6,0
S00126318,129,85,44,0,0
S00126319,86,50,36,0,0
S00126320,120,85,30,5,0
S00126321,108,48,60,0,0
S00126322,104,60,44,0,0
S00126323,101,46,32,6,17
S00126324,92,48,38,6,0
S00126325,117,69,48,0,0
S00126326,104,61,43,0,0
S00126327,72,49,19,4,0
S00126328,117,67,39,11,0
S00126329,138,60,61,17,0
S00126330,126,70,44,12,0
S00126331,122,64,58,0,0
S00126332,154,85,69,0,0
S00126333,155,92,63,0,0
S00126334,177,88,83,6,0
S00126335,75,47,28,0,0
S00126336,111,91,20,0,0
S00126337,75,54,21,0,0
S00126338,57,49,8,0,0
S00126339,126,68,58,0,0
S00126340,123,77,46,0,0
S00126341,117,78,34,5,0
S00126342,108,74,34,0,0
S00126343,123,78,45,0,0
S00126344,52,45,7,0,0
S00126345,69,41,28,0,0
S00126346,134,99,35,0,0
S00126347,120,69,45,6,0
S00126348,104,64,34,6,0
S00126349,136,74,49,13,0
S00126350,106,68,33,5,0
S00126351,85,68,17,0,0
S00126352,167,127,40,0,0
S00126353,134,81,53,0,0
S00126354,83,60,23,0,0
S00126355,122,71,51,0,0
S00126356,131,81,50,0,0
S00126357,159,56,103,0,0
S00126358,77,33,44,0,0
S00126359,72,55,17,0,0
S00126360,154,72,82,0,0
S00126361,119,85,34,0,0
S00126362,127,72,55,0,0
S00126363,127,82,40,5,0
S00126364,55,24,31,0,0
S00126365,135,128,7,0,0
S00126366,71,62,9,0,0
S00126367,61,46,15,0,0
S00126368,55,50,5,0,0
S00126369,186,119,67,0,0
S00126370,53,35,16,0,2
S00126371,53,45,8,0,0
S00126372,164,66,88,10,0
S00126373,84,38,46,0,0
S00126374,142,86,56,0,0
S00126375,84,45,34,5,0
S00126376,65,47,18,0,0
S00126377,115,55,60,0,0
S00126378,154,76,63,13,2
S00126379,121,87,34,0,0
S00126380,116,67,46,3,0
S00126381,160,125,32,3,0
S00126382,101,66,35,0,0
S00126383,147,74,73,0,0
S00126384,93,55,34,0,4
S00126385,67,49,18,0,0
S00126386,149,94,55,0,0
S00126387,177,123,54,0,0
S00126388,176,110,66,0,0
S00126389,83,53,26,4,0
S00126390,83,50,33,0,0
S00126391,129,98,31,0,0
S00126392,98,61,32,5,0
S00126393,152,82,70,0,0
S00126394,77,33,44,0,0
S00126395,115,57,58,0,0
S00126396,140,93,47,0,0
S00126397,164,86,71,5,2
S00126398,112,58,49,5,0
S00126399,66,24,37,5,0
S00126400,134,66,57,11,0
S00126401,117,60,52,0,5
S00126402,126,67,49,10,0
S00126403,171,66,102,3,0
S00126404,104,65,33,6,0
S00126405,120,92,28,0,0
S00126406,180,84,86,10,0
S00126407,111,78,28,5,0
S00126408,150,88,62,0,0
S00126409,94,51,43,0,0
S00126410,72,45,27,0,0
S00126411,136,73,58,5,0
S00126412,94,48,40,6,0
S00126413,65,42,23,0,0
S00126414,60,56,4,0,0
S00126415,104,85,19,0,0
S00126416,147,83,60,0,4
S00126417,114,60,54,0,0
S00126418,74,32,31,11,0
S00126419,111,46,54,6,5
S00126420,113,70,43,0,0
S00126421,111,77,34,0,0
S00126422,101,72,24,5,0
S00126423,159,71,85,3,0
S00126424,81,55,26,0,0
S00126425,193,86,99,5,3
S00126426,113,62,44,7,0
S00126427,65,41,24,0,0
S00126428,127,51,66,10,0
S00126429,111,40,63,8,0
S00126430,108,42,49,17,0
S00126431,97,76,21,0,0
S00126432,95,55,40,0,0
S00126433,168,114,54,0,0
S00126434,105,65,40,0,0
S00126435,101,77,22,0,2
S00126436,91,60,31,0,0
S00126437,155,108,47,0,0
S00126438,117,70,47,0,0
S00126439,74,66,8,0,0
S00126440,128,97,31,0,0
S00126441,87,71,16,0,0
S00126442,156,98,50,8,0
S00126443,127,83,44,0,0
S00126444,114,74,40,0,0
S00126445,117,69,48,0,0
S00126446,95,35,58,0,2
S00126447,76,47,29,0,0
S00126448,138,56,79,3,0
S00126449,70,36,30,4,0
S00126450,102,71,31,0,0
S00126451,118,68,46,4,0
S00126452,98,71,27,0,0
S00126453,96,68,23,0,5
S00126454,75,32,39,4,0
S00126455,92,69,12,11,0
S00126456,68,49,19,0,0
S00126457,133,90,43,0,0
S00126458,151,91,60,0,0
S00126459,77,54,23,0,0
S00126460,78,40,33,0,5
S00126461,93,37,46,10,0
S00126462,142,95,47,0,0
S00126463,97,81,14,0,2
S00126464,129,94,31,4,0
S00126465,54,43,11,0,0
S00126466,94,73,17,4,0
S00126467,92,74,18,0,0
S00126468,175,118,52,0,5
S00126469,147,92,55,0,0
S00126470,185,121,64,0,0
S00126471,127,89,32,6,0
S00126472,125,74,51,0,0
S00126473,98,53,45,0,0
S00126474,162,103,59,0,0
S00126475,119,75,44,0,0
S00126476,127,77,40,10,0
S00126477,122,85,37,0,0
S00126478,104,66,38,0,0
S00126479,96,78,8,5,5
S00126480,92,64,28,0,0
S00126481,120,91,25,4,0
S00126482,82,70,12,0,0
S00126483,117,72,45,0,0
S00126484,145,79,66,0,0
S00126485,109,70,39,0,0
S00126486,116,85,31,0,0
S00126487,121,80,41,0,0
S00126488,151,99,52,0,0
S00126489,77,62,15,0,0
S00126490,100,73,27,0,0
S00126491,136,90,46,0,0
S00126492,218,145,73,0,0
S00126493,103,70,33,0,0
S00126494,58,44,14,0,0
S00126495,122,78,39,5,0
S00126496,158,100,58,0,0
S00126497,104,74,30,0,0
S00126498,86,62,24,0,0
S00126499,130,73,57,0,0
S00126500,80,65,15,0,0
S00126501,98,75,23,0,0
S00126502,104,69,35,0,0
S00126503,67,46,19,0,2
S00126504,164,133,31,0,0
S00126505,113,76,37,0,0
S00126506,106,63,37,6,0
S00126507,121,48,73,0,0
S00126508,97,47,40,6,4
S00126509,106,57,43,6,0
S00126510,121,98,23,0,0
S00126511,199,143,56,0,0
S00126512,165,96,69,0,0
S00126513,191,134,57,0,0
S00126514,82,71,11,0,0
S00126515,111,86,25,0,0
S00126516,110,69,29,12,0
S00126517,108,86,22,0,0
S00126518,83,73,10,0,0
S00126519,73,57,16,0,0
S00126520,150,77,63,10,0
S00126521,165,55,84,22,4
S00126522,118,68,45,5,0
S00126523,50,34,16,0,0
S00126524,89,49,35,5,0
S00126525,106,57,43,6,0
S00126526,77,45,32,0,0
S00126527,122,41,66,10,5
S00126528,97,47,30,18,2
S00126529,127,60,62,5,0
S00126530,129,55,50,24,0
S00126531,126,58,53,15,0
S00126532,136,69,67,0,0
S00126533,61,27,28,6,0
S00126534,115,52,50,13,0
S00126535,106,41,60,0,5
S00126536,65,29,36,0,0
S00126537,58,35,23,0,0
S00126538,90,50,40,0,0
S00126539,123,64,59,0,0
S00126540,72,42,30,0,0
S00126541,74,45,29,0,0
S00126542,114,52,62,0,0
S00126543,129,53,76,0,0
S00126544,150,48,102,0,0
S00126545,105,65,34,6,0
S00126546,89,37,49,3,0
S00126547,110,43,67,0,0
S00126548,127,80,42,0,5
S00126549,101,30,67,4,0
S00126550,62,36,26,0,0
S00126551,140,63,48,29,0
S00126552,86,38,38,10,0
S00126553,118,68,44,6,0
S00126554,114,46,62,6,0
S00126555,98,40,53,5,0
S00126556,110,73,24,13,0
S00126557,90,21,69,0,0
S00126558,118,50,62,6,0
S00126559,163,66,83,14,0
S00126560,147,65,76,6,0
S00126561,144,67,72,5,0
S00126562,125,58,55,0,12
S00126563,84,51,27,6,0
S00126564,129,64,60,5,0
S00126565,102,60,42,0,0
S00126566,84,43,41,0,0
S00126567,151,84,67,0,0
S00126568,138,78,56,4,0
S00126569,164,78,77,7,2
S00126570,130,53,70,0,7
S00126571,160,66,94,0,0
S00126572,146,80,51,15,0
S00126573,71,47,24,0,0
S00126574,64,44,20,0,0
S00126575,118,84,27,7,0
S00126576,126,82,44,0,0
S00126577,125,60,60,5,0
S00126578,203,61,113,29,0
S00126579,172,68,89,12,3
S00126580,130,46,78,6,0
S00126581,156,63,76,13,4
S00126582,110,31,79,0,0
S00126583,142,41,85,16,0
S00126584,54,26,28,0,0
S00126585,148,55,80,13,0
S00126586,114,50,56,5,3
S00126587,95,35,60,0,0
S00126588,91,48,38,5,0
S00126589,121,63,38,10,10
S00126590,89,46,36,7,0
S00126591,135,59,61,15,0
S00126592,115,53,43,19,0
S00126593,109,41,54,14,0
S00126594,186,58,115,5,8
S00126595,113,44,66,3,0
S00126596,103,37,66,0,0
S00126597,185,56,114,15,0
S00126598,169,61,78,15,15
S00126599,99,62,33,4,0
S00126600,162,50,99,13,0
S00126601,116,46,55,15,0
S00126602,170,65,102,0,3
S00126603,120,61,59,0,0
S00126604,105,47,58,0,0
S00126605,71,35,36,0,0
S00126606,116,47,69,0,0
S00126607,154,55,87,12,0
S00126608,90,45,45,0,0
S00126609,129,39,85,5,0
S00126610,88,52,34,0,2
S00126611,121,48,68,5,0
S00126612,72,53,19,0,0
S00126613,62,35,27,0,0
S00126614,129,73,53,3,0
S00126615,122,55,56,11,0
S00126616,58,25,33,0,0
S00126617,84,51,33,0,0
S00126618,142,84,47,11,0
S00126619,146,74,68,4,0
S00126620,147,70,77,0,0
S00126621,95,39,56,0,0
S00126622,84,57,27,0,0
S00126623,130,45,76,0,9
S00126624,108,46,55,7,0
S00126625,107,66,41,0,0
S00126626,105,67,38,0,0
S00126627,54,27,27,0,0
S00126628,101,56,42,3,0
S00126629,111,68,37,6,0
S00126630,66,33,30,3,0
S00126631,74,53,19,0,2
S00126632,92,57,35,0,0
S00126633,92,42,41,5,4
S00126634,66,46,18,0,2
S00126635,110,54,54,0,2
S00126636,81,51,28,0,2
S00126637,121,68,48,5,0
S00126638,102,61,31,0,10
S00126639,69,47,22,0,0
S00126640,119,73,46,0,0
S00126641,131,62,66,3,0
S00126642,163,117,43,3,0
S00126643,78,29,33,12,4
S00126644,117,84,33,0,0
S00126645,94,55,39,0,0
S00126646,98,66,27,3,2
S00126647,143,91,49,3,0
S00126648,131,87,44,0,0
S00126649,137,79,55,3,0
S00126650,114,67,43,0,4
S00126651,99,45,38,16,0
S00126652,88,38,44,4,2
S00126653,75,32,33,7,3
S00126654,97,56,32,9,0
S00126655,110,45,65,0,0
S00126656,98,50,35,6,7
S00126657,125,77,44,4,0
S00126658,93,61,32,0,0
S00126659,82,39,41,0,2
S00126660,92,56,32,4,0
S00126661,103,52,51,0,0
S00126662,85,55,25,5,0
S00126663,103,40,55,3,5
S00126664,98,57,41,0,0
S00126665,142,84,53,5,0
S00126666,156,104,52,0,0
S00126667,77,35,42,0,0
S00126668,110,53,57,0,0
S00126669,123,41,82,0,0
S00126670,67,34,33,0,0
S00126671,131,53,74,0,4
S00126672,79,31,34,14,0
S00126673,185,54,117,14,0
S00126674,63,25,38,0,0
S00126675,76,51,25,0,0
S00126676,100,60,36,0,4
S00126677,130,101,29,0,0
S00126678,130,107,23,0,0
S00126679,124,109,15,0,0
S00126680,162,104,58,0,0
S00126681,103,89,14,0,0
S00126682,123,91,32,0,0
S00126683,196,153,43,0,0
S00126684,110,38,72,0,0
S00126685,131,91,40,0,0
S00126686,110,80,24,0,6
S00126687,171,112,59,0,0
S00126688,97,64,27,6,0
S00126689,92,75,17,0,0
S00126690,126,88,38,0,0
S00126691,79,43,36,0,0
S00126692,111,44,67,0,0
S00126693,99,58,41,0,0
S00126694,134,61,69,0,4
S00126695,77,59,18,0,0
S00126696,59,26,33,0,0
S00126697,88,56,30,0,2
S00126698,67,43,12,12,0
S00126699,100,72,24,0,4
S00126700,75,52,23,0,0
S00126701,119,72,42,5,0
S00126702,104,70,30,4,0
S00126703,110,47,57,4,2
S00126704,78,39,32,5,2
S00126705,59,39,20,0,0
S00126706,80,54,26,0,0
S00126707,84,76,8,0,0
S00126708,128,84,44,0,0
S00126709,79,53,26,0,0
S00126710,123,86,37,0,0
S00126711,83,54,24,5,0
S00126712,114,45,69,0,0
S00126713,156,66,71,14,5
S00126714,163,60,103,0,0
S00126715,96,51,45,0,0
S00126716,117,27,90,0,0
S00126717,101,49,46,6,0
S00126718,120,37,70,13,0
S00126719,151,59,92,0,0
S00126720,97,63,30,4,0
S00126721,128,51,70,7,0
S00126722,136,67,69,0,0
S00126723,128,55,73,0,0
S00126724,101,41,54,0,6
S00126725,120,72,48,0,0
S00126726,160,86,70,0,4
S00126727,164,97,67,0,0
S00126728,77,44,33,0,0
S00126729,109,75,34,0,0
S00126730,151,83,68,0,0
S00126731,131,80,46,5,0
S00126732,84,51,33,0,0
S00126733,126,67,59,0,0
S00126734,114,42,43,24,5
S00126735,89,51,33,5,0
S00126736,92,56,36,0,0
S00126737,75,50,22,3,0
S00126738,113,63,50,0,0
S00126739,110,76,27,0,7
S00126740,138,89,45,4,0
S00126741,113,68,45,0,0
S00126742,108,51,57,0,0
S00126743,100,53,40,7,0
S00126744,92,52,35,5,0
S00126745,134,88,46,0,0
S00126746,73,45,28,0,0
S00126747,123,39,78,6,0
S00126748,89,48,36,0,5
S00126749,163,141,22,0,0
S00126750,125,79,46,0,0
S00126751,105,82,23,0,0
S00126752,98,59,39,0,0
S00126753,103,64,35,4,0
S00126754,106,51,49,6,0
S00126755,79,62,17,0,0
S00126756,135,104,31,0,0
S00126757,98,66,32,0,0
S00126758,96,65,25,6,0
S00126759,99,89,10,0,0
S00126760,88,38,42,8,0
S00126761,76,58,18,0,0
S00126762,73,50,23,0,0
S00126763,119,85,34,0,0
S00126764,151,127,24,0,0
S00126765,112,97,15,0,0
S00126766,139,103,31,5,0
S00126767,116,81,35,0,0
S00126768,60,16,40,4,0
S00126769,156,116,40,0,0
S00126770,111,53,58,0,0
S00126771,94,55,30,9,0
S00126772,133,84,49,0,0
S00126773,127,76,51,0,0
S00126774,132,85,41,6,0
S00126775,96,87,9,0,0
S00126776,69,39,30,0,0
S00126777,76,49,27,0,0
S00126778,73,36,32,5,0
S00126779,97,56,41,0,0
S00126780,99,45,54,0,0
S00126781,181,88,90,3,0
S00126782,148,113,32,3,0
S00126783,119,71,44,0,4
S00126784,69,48,21,0,0
S00126785,157,84,73,0,0
S00126786,124,98,26,0,0
S00126787,113,63,43,7,0
S00126788,91,63,28,0,0
S00126789,127,70,51,6,0
S00126790,109,64,45,0,0
S00126791,60,39,21,0,0
S00126792,75,46,29,0,0
S00126793,117,74,43,0,0
S00126794,143,80,58,5,0
S00126795,150,66,84,0,0
S00126796,77,39,38,0,0
S00126797,83,46,32,5,0
S00126798,147,97,50,0,0
S00126799,99,71,28,0,0
S00126800,94,59,29,6,0
S00126801,132,50,70,12,0
S00126802,76,39,31,6,0
S00126803,109,52,57,0,0
S00126804,68,38,30,0,0
S00126805,163,92,65,6,0
S00126806,81,46,35,0,0
S00126807,110,69,41,0,0
S00126808,98,49,49,0,0
S00126809,103,38,55,10,0
S00126810,100,45,49,6,0
S00126811,167,83,67,10,7
S00126812,98,60,28,0,10
S00126813,136,92,44,0,0
S00126814,119,64,44,11,0
S00126815,53,42,11,0,0
S00126816,122,46,76,0,0
S00126817,91,66,25,0,0
S00126818,141,71,70,0,0
S00126819,60,32,28,0,0
S00126820,68,50,18,0,0
S00126821,99,75,24,0,0
S00126822,94,82,12,0,0
S00126823,88,73,15,0,0
S00126824,85,76,9,0,0
S00126825,110,93,17,0,0
S00126826,103,66,37,0,0
S00126827,146,98,48,0,0
S00126828,155,106,49,0,0
S00126829,123,74,42,7,0
S00126830,81,57,24,0,0
S00126831,89,49,40,0,0
S00126832,70,53,17,0,0
S00126833,165,87,78,0,0
S00126834,100,62,38,0,0
S00126835,101,65,36,0,0
S00126836,96,64,29,3,0
S00126837,131,102,22,7,0
S00126838,70,31,39,0,0
S00126839,153,107,46,0,0
S00126840,176,95,75,6,0
S00126841,120,61,59,0,0
S00126842,115,76,39,0,0
S00126843,164,104,60,0,0
S00126844,155,68,82,5,0
S00126845,119,66,47,6,0
S00126846,86,70,16,0,0
S00126847,82,55,22,5,0
S00126848,88,46,36,6,0
S00126849,133,87,40,6,0
S00126850,114,67,47,0,0
S00126851,102,57,45,0,0
S00126852,103,51,52,0,0
S00126853,116,67,42,7,0
S00126854,71,46,25,0,0
S00126855,64,46,18,0,0
S00126856,127,80,43,4,0
S00126857,124,71,53,0,0
S00126858,56,41,15,0,0
S00126859,126,56,65,5,0
S00126860,136,72,64,0,0
S00126861,81,49,32,0,0
S00126862,118,108,10,0,0
S00126863,105,64,34,7,0
S00126864,188,119,64,5,0
S00126865,85,48,32,5,0
S00126866,82,60,22,0,0
S00126867,126,101,25,0,0
S00126868,113,49,60,0,4
S00126869,91,53,38,0,0
S00126870,121,60,61,0,0
S00126871,110,44,66,0,0
S00126872,127,84,43,0,0
S00126873,125,86,36,3,0
S00126874,111,68,43,0,0
S00126875,147,62,56,22,7
S00126876,87,45,42,0,0
S00126877,64,33,31,0,0
S00126878,133,71,62,0,0
S00126879,118,77,41,0,0
S00126880,128,58,70,0,0
S00126881,120,54,66,0,0
S00126882,132,64,68,0,0
S00126883,108,85,23,0,0
S00126884,123,67,44,12,0
S00126885,80,53,27,0,0
S00126886,78,50,28,0,0
S00126887,113,53,60,0,0
S00126888,80,46,23,11,0
S00126889,103,54,49,0,0
S00126890,93,88,5,0,0
S00126891,82,47,30,5,0
S00126892,162,43,79,33,7
S00126893,115,53,51,11,0
S00126894,90,51,39,0,0
S00126895,99,69,24,6,0
S00126896,156,34,109,8,5
S00126897,102,47,50,5,0
S00126898,157,85,64,6,2
S00126899,118,79,39,0,0
S00126900,110,47,46,17,0
S00126901,112,58,40,14,0
S00126902,93,61,32,0,0
S00126903,94,64,30,0,0
S00126904,124,71,45,3,5
S00126905,83,36,47,0,0
S00126906,168,119,49,0,0
S00126907,128,103,25,0,0
S00126908,136,66,59,11,0
S00126909,93,51,42,0,0
S00126910,130,86,44,0,0
S00126911,94,67,27,0,0
S00126912,127,83,44,0,0
S00126913,160,67,80,13,0
S00126914,66,36,24,6,0
S00126915,77,48,29,0,0
S00126916,78,60,18,0,0
S00126917,101,68,33,0,0
S00126918,97,70,27,0,0
S00126919,120,107,13,0,0
S00126920,79,56,23,0,0
S00126921,93,84,9,0,0
S00126922,113,89,20,4,0
S00126923,146,118,28,0,0
S00126924,79,54,25,0,0
S00126925,169,70,94,5,0
S00126926,64,50,14,0,0
S00126927,96,84,12,0,0
S00126928,84,51,28,5,0
S00126929,93,54,39,0,0
S00126930,133,70,63,0,0
S00126931,110,81,29,0,0
S00126932,156,59,92,5,0
S00126933,140,103,37,0,0
S00126934,66,36,30,0,0
S00126935,116,83,33,0,0
S00126936,121,96,25,0,0
S00126937,105,41,52,12,0
S00126938,100,48,42,5,5
S00126939,105,53,40,12,0
S00126940,100,57,36,0,7
S00126941,82,61,21,0,0
S00126942,108,88,20,0,0
S00126943,66,44,22,0,0
S00126944,78,42,33,0,3
S00126945,115,41,71,0,3
S00126946,121,61,54,6,0
S00126947,95,57,38,0,0
S00126948,105,58,40,7,0
S00126949,115,59,48,8,0
