output_area,All occupied household spaces,One room,Two rooms,Three rooms,Four rooms,Five rooms,Six rooms,Seven rooms,Eight rooms,Nine or more rooms
S00093685,50,0,0,6,19,14,10,1,0,0
S00093686,38,0,0,0,1,17,15,3,1,1
S00093687,42,0,0,2,12,12,13,2,0,1
S00093688,47,0,3,41,1,0,1,0,0,1
S00093689,44,0,1,4,31,7,0,1,0,0
S00093690,67,1,1,9,11,27,10,3,2,3
S00093691,79,0,2,1,15,31,11,10,4,5
S00093692,64,0,0,10,21,24,4,2,2,1
S00093693,44,0,1,2,19,18,3,1,0,0
S00093694,57,1,0,2,22,12,4,4,4,8
S00093695,44,0,1,1,25,14,2,1,0,0
S00093696,59,0,0,0,5,11,11,13,11,8
S00093697,54,1,0,8,20,10,6,7,0,2
S00093698,68,0,5,35,20,5,2,0,0,1
S00093699,62,1,3,24,12,11,5,4,1,1
S00093700,63,0,4,17,29,7,4,1,1,0
S00093701,26,0,0,1,4,17,1,1,1,1
S00093702,33,0,0,4,9,13,5,1,0,1
S00093703,49,2,5,11,17,8,4,1,0,1
S00093704,31,1,5,7,10,4,2,1,1,0
S00093705,78,0,2,16,10,38,5,2,2,3
S00093706,54,1,4,10,29,4,3,3,0,0
S00093707,34,0,7,9,8,8,2,0,0,0
S00093708,53,1,2,18,25,4,2,1,0,0
S00093709,42,0,2,21,16,2,1,0,0,0
S00093710,71,0,3,16,35,11,3,1,2,0
S00093711,39,0,0,2,7,21,7,2,0,0
S00093712,49,0,4,15,20,9,0,1,0,0
S00093713,50,0,0,0,19,21,8,2,0,0
S00093714,68,0,2,2,14,39,7,1,3,0
S00093715,54,0,1,1,3,27,19,1,1,1
S00093716,49,0,2,2,5,21,14,4,1,0
S00093717,42,1,0,4,6,19,10,1,0,1
S00093718,51,0,1,13,6,11,4,4,8,4
S00093719,27,1,1,6,4,1,5,6,3,0
S00093720,40,0,0,13,4,7,2,9,2,3
S00093721,50,0,0,2,17,6,6,5,4,10
S00093722,60,0,2,3,21,9,4,2,4,15
S00093723,45,0,0,7,8,12,10,4,3,1
S00093724,34,0,1,1,8,13,3,5,1,2
S00093725,63,0,0,1,30,20,9,3,0,0
S00093726,63,0,2,19,18,7,6,7,3,1
S00093727,57,2,1,9,15,8,6,5,4,7
S00093728,67,0,3,5,12,14,12,9,6,6
S00093729,60,1,0,3,3,7,3,15,18,10
S00093730,45,0,0,1,16,15,10,2,1,0
S00093731,47,0,1,1,10,9,7,8,5,6
S00093732,40,0,0,3,12,14,9,0,1,1
S00093733,50,1,3,9,13,16,2,2,2,2
S00093734,44,0,1,2,19,11,8,1,1,1
S00093735,43,1,1,4,7,4,7,8,6,5
S00093736,57,0,2,6,8,13,10,7,5,6
S00093737,42,0,0,2,3,15,10,5,5,2
S00093738,26,0,0,0,7,9,3,2,3,2
S00093739,53,0,0,0,10,13,8,7,7,8
S00093740,59,0,0,3,12,10,9,11,4,10
S00093741,66,0,0,1,5,16,10,9,10,15
S00093742,65,0,0,4,11,19,8,6,6,11
S00093743,29,1,0,0,7,2,5,6,4,4
S00093744,54,0,0,2,8,14,7,3,7,13
S00093745,47,0,1,1,8,14,5,5,5,8
S00093746,28,0,0,0,2,9,7,3,2,5
S00093747,84,2,13,27,20,10,4,4,0,4
S00093748,48,0,0,3,6,9,6,6,7,11
S00093749,27,0,0,0,4,4,8,4,2,5
S00093750,25,0,0,1,7,9,1,2,1,4
S00093751,32,0,0,0,2,6,11,7,6,0
S00093752,34,0,1,1,7,10,10,2,0,3
S00093753,59,0,1,1,10,9,13,8,6,11
S00093754,40,0,0,1,2,6,7,9,7,8
S00093755,58,0,1,4,12,12,10,5,4,10
S00093756,54,0,0,0,3,4,6,10,13,18
S00093757,61,1,0,4,6,8,13,10,9,10
S00093758,51,0,0,0,0,2,11,8,12,18
S00093759,39,0,0,0,1,2,5,18,5,8
S00093760,63,0,0,1,1,1,7,24,15,14
S00093761,47,0,0,1,10,13,11,3,5,4
S00093762,49,0,0,8,18,8,10,2,1,2
S00093763,63,0,0,8,15,9,14,9,5,3
S00093764,46,0,0,0,7,16,9,6,5,3
S00093765,50,0,0,0,3,8,17,10,4,8
S00093766,36,0,1,3,12,7,4,3,5,1
S00093767,50,0,1,0,21,20,6,2,0,0
S00093768,44,0,0,1,8,15,2,9,5,4
S00093769,64,0,0,0,5,19,20,7,10,3
S00093770,69,0,0,0,9,15,20,9,6,10
S00093771,62,0,0,1,22,26,7,5,0,1
S00093772,41,0,0,6,6,8,14,5,1,1
S00093773,23,0,0,0,4,1,3,8,6,1
S00093774,59,0,0,0,7,24,18,8,0,2
S00093775,36,0,1,18,5,1,6,2,2,1
S00093776,28,1,0,2,1,8,2,4,5,5
S00093777,37,0,1,6,14,11,2,1,2,0
S00093778,33,0,0,0,2,17,9,2,2,1
S00093779,43,0,0,6,16,13,5,2,1,0
S00093780,41,0,0,12,10,17,2,0,0,0
S00093781,30,0,1,3,8,13,4,1,0,0
S00093782,54,0,1,2,17,17,9,5,3,0
S00093783,49,0,1,5,26,15,1,1,0,0
S00093784,49,0,0,2,17,20,6,2,1,1
S00093785,43,0,1,9,5,12,6,4,2,4
S00093786,46,1,0,0,8,10,7,10,4,6
S00093787,73,0,0,1,11,18,15,12,9,7
S00093788,45,0,1,0,5,10,23,5,0,1
S00093789,46,0,1,19,3,6,8,6,2,1
S00093790,47,0,0,1,2,30,11,2,1,0
S00093791,39,1,0,9,16,4,7,0,0,2
S00093792,48,2,4,17,7,10,1,4,2,1
S00093793,51,1,2,12,14,8,9,4,1,0
S00093794,61,0,0,0,5,14,15,15,7,5
S00093795,41,0,1,6,7,10,7,8,1,1
S00093796,34,0,2,4,2,2,3,8,6,7
S00093797,29,0,0,0,1,10,7,4,2,5
S00093798,27,0,0,0,5,7,5,1,5,4
S00093799,34,0,0,1,9,8,8,7,0,1
S00093800,48,0,0,1,1,11,13,11,7,4
S00093801,40,0,0,0,2,11,13,4,7,3
S00093802,50,2,3,2,10,14,7,7,3,2
S00093803,45,0,0,3,15,15,5,4,1,2
S00093804,73,2,1,14,6,28,15,5,1,1
S00093805,45,0,0,23,8,11,2,1,0,0
S00093806,57,3,3,16,9,15,1,2,2,6
S00093807,40,1,0,0,4,2,8,9,5,11
S00093808,36,0,3,7,9,7,6,2,1,1
S00093809,36,0,2,14,11,5,0,1,0,3
S00093810,29,0,0,1,3,15,4,1,4,1
S00093811,50,0,2,9,12,7,7,2,5,6
S00093812,41,0,4,6,12,9,2,5,2,1
S00093813,43,0,3,23,13,2,0,1,0,1
S00093814,45,0,0,3,9,8,6,6,4,9
S00093815,37,0,0,1,1,17,9,6,1,2
S00093816,75,0,0,1,7,25,18,9,10,5
S00093817,40,0,2,0,8,18,7,2,2,1
S00093818,59,0,1,3,34,10,4,4,3,0
S00093819,58,0,2,22,16,11,4,2,0,1
S00093820,61,0,0,1,4,21,24,6,3,2
S00093821,38,0,0,1,2,11,10,6,5,3
S00093822,109,0,0,2,21,21,28,28,7,2
S00093823,60,0,1,4,38,15,1,1,0,0
S00093824,36,0,1,1,17,17,0,0,0,0
S00093825,44,0,0,0,5,17,9,5,4,4
S00093826,74,0,0,2,7,13,19,15,12,6
S00093827,39,0,1,6,15,4,7,3,1,2
S00093828,56,0,4,10,8,8,11,8,5,2
S00093829,48,0,2,22,11,7,3,2,0,1
S00093830,39,0,2,16,17,2,1,1,0,0
S00093831,44,0,0,5,8,13,8,4,3,3
S00093832,35,0,0,0,1,2,8,7,9,8
S00093833,58,0,1,1,11,10,11,5,5,14
S00093834,47,0,0,0,2,9,17,13,2,4
S00093835,43,0,0,2,13,10,4,6,6,2
S00093836,46,0,0,0,4,11,4,3,12,12
S00093837,26,0,0,2,10,2,3,6,2,1
S00093838,32,0,1,1,8,4,4,6,2,6
S00093839,70,0,1,1,7,17,21,8,10,5
S00093840,55,0,1,1,9,14,10,5,5,10
S00093841,31,0,0,0,5,4,4,4,4,10
S00093842,58,0,0,0,7,18,5,12,12,4
S00093843,28,0,0,4,4,3,4,5,3,5
S00093844,56,0,1,3,11,17,9,7,6,2
S00093845,73,4,2,5,22,17,11,5,3,4
S00093846,29,0,1,1,4,7,9,4,2,1
S00093847,50,0,0,1,26,15,3,2,2,1
S00093848,64,0,0,5,10,5,11,9,11,13
S00093849,48,0,0,0,7,12,10,9,5,5
S00093850,50,1,0,0,8,8,14,8,6,5
S00093851,65,0,0,0,3,2,13,21,12,14
S00093852,61,0,0,5,5,6,2,8,17,18
S00093853,42,0,0,2,8,12,8,4,4,4
S00093854,45,0,1,1,10,12,9,3,5,4
S00093855,55,0,0,3,12,10,11,8,3,8
S00093856,26,0,0,2,2,9,8,4,0,1
S00093857,32,0,1,2,5,14,2,2,1,5
S00093858,62,0,0,0,10,10,11,9,12,10
S00093859,70,0,0,0,2,13,15,17,18,5
S00093860,27,0,0,0,5,7,8,4,2,1
S00093861,56,0,0,0,0,10,7,5,5,29
S00093862,50,0,0,0,7,13,13,4,9,4
S00093863,30,1,0,1,6,3,6,9,1,3
S00093864,65,0,1,3,3,14,15,9,10,10
S00093865,67,0,0,1,6,11,16,12,9,12
S00093866,45,0,0,0,3,6,9,10,6,11
S00093867,34,0,0,1,8,5,8,5,2,5
S00093868,75,0,0,2,10,8,12,12,12,19
S00093869,34,0,0,2,5,2,4,4,7,10
S00093870,51,0,0,1,2,21,10,9,4,4
S00093871,50,0,0,0,6,8,25,7,1,3
S00093872,52,0,0,2,10,17,12,9,2,0
S00093873,51,0,0,0,7,17,14,4,6,3
S00093874,45,0,1,11,26,3,1,1,1,1
S00093875,55,0,1,11,22,13,2,4,1,1
S00093876,55,0,1,1,5,14,12,11,5,6
S00093877,55,0,0,0,3,17,12,14,6,3
S00093878,44,0,1,4,10,10,15,3,0,1
S00093879,43,0,0,1,4,10,8,12,3,5
S00093880,52,0,0,1,3,15,14,10,6,3
S00093881,30,0,0,2,1,5,8,8,3,3
S00093882,22,0,0,2,4,6,7,2,0,1
S00093883,78,0,1,2,5,26,28,12,2,2
S00093884,34,0,1,1,8,6,9,5,3,1
S00093885,68,0,0,2,8,22,20,7,6,3
S00093886,77,0,2,30,2,5,7,11,12,8
S00093887,48,0,0,0,1,15,10,12,5,5
S00093888,60,0,1,5,15,11,22,3,1,2
S00093889,51,2,0,9,11,7,15,3,4,0
S00093890,25,0,1,6,10,8,0,0,0,0
S00093891,51,0,0,0,32,15,2,1,1,0
S00093892,45,0,1,3,11,10,15,4,1,0
S00093893,46,1,4,18,10,8,3,0,2,0
S00093894,75,2,1,45,15,7,4,1,0,0
S00093895,63,0,10,27,16,9,1,0,0,0
S00093896,42,0,2,18,10,9,0,0,0,3
S00093897,67,0,2,28,18,7,5,3,3,1
S00093898,64,0,0,0,2,11,16,21,7,7
S00093899,61,0,0,16,17,13,10,1,2,2
S00093900,39,1,1,8,13,7,3,1,2,3
S00093901,58,0,2,2,31,16,5,1,0,1
S00093902,36,1,4,16,8,4,2,1,0,0
S00093903,64,0,0,3,28,16,2,10,2,3
S00093904,60,0,0,1,2,16,35,6,0,0
S00093905,69,0,0,7,21,16,9,7,5,4
S00093906,36,0,1,2,9,10,7,3,3,1
S00093907,46,0,0,23,12,6,1,3,0,1
S00093908,46,0,0,6,22,11,4,0,1,2
S00093909,52,0,0,4,2,32,11,0,2,1
S00093910,65,0,0,3,23,30,2,6,1,0
S00093911,32,0,0,3,11,13,5,0,0,0
S00093912,62,1,0,2,18,25,11,4,1,0
S00093913,54,0,1,2,4,21,19,6,1,0
S00093914,39,0,1,26,2,7,1,1,0,1
S00093915,50,0,0,1,11,26,8,3,0,1
S00093916,50,0,3,31,2,11,1,2,0,0
S00093917,58,0,1,1,24,19,12,0,0,1
S00093918,40,1,2,13,15,3,5,0,0,1
S00093919,56,0,0,0,8,8,12,13,7,8
S00093920,58,0,0,4,8,11,13,9,6,7
S00093921,58,0,3,13,10,6,4,10,6,6
S00093922,55,0,1,7,25,15,4,1,1,1
S00093923,28,0,0,8,16,1,2,0,1,0
S00093924,71,0,2,7,37,11,7,6,1,0
S00093925,47,0,1,18,22,4,0,0,1,1
S00093926,44,0,4,11,9,12,4,2,1,1
S00093927,47,3,3,31,6,0,0,3,1,0
S00093928,30,0,0,4,10,10,6,0,0,0
S00093929,65,0,3,14,41,5,1,1,0,0
S00093930,52,1,0,9,8,17,7,6,2,2
S00093931,37,0,0,10,17,3,1,4,1,1
S00093932,49,0,0,3,25,8,5,7,0,1
S00093933,52,0,1,5,24,7,4,4,4,3
S00093934,57,0,1,9,12,17,10,6,2,0
S00093935,67,0,0,7,23,24,8,5,0,0
S00093936,33,0,0,5,6,14,5,1,1,1
S00093937,53,1,4,40,4,0,3,0,1,0
S00093938,37,1,0,6,5,7,5,6,4,3
S00093939,65,0,3,7,35,7,11,1,1,0
S00093940,41,0,0,8,9,8,12,1,0,3
S00093941,76,0,0,4,12,12,18,11,14,5
S00093942,47,0,0,1,0,7,12,13,8,6
S00093943,39,0,1,0,0,6,8,7,12,5
S00093944,43,0,0,0,6,8,14,6,3,6
S00093945,26,0,0,1,4,8,10,2,1,0
S00093946,35,1,3,8,5,7,9,2,0,0
S00093947,75,0,4,36,4,7,14,10,0,0
S00093948,77,0,11,33,12,13,3,4,0,1
S00093949,44,2,5,17,9,8,2,1,0,0
S00093950,57,0,2,27,24,0,1,2,1,0
S00093951,42,0,2,12,7,6,7,4,2,2
S00093952,45,0,4,9,16,5,1,4,3,3
S00093953,41,0,1,4,12,13,5,4,1,1
S00093954,37,0,0,2,12,5,11,7,0,0
S00093955,60,0,0,2,30,18,7,1,2,0
S00093956,55,0,0,3,3,8,19,7,9,6
S00093957,48,0,0,4,26,12,5,0,0,1
S00093958,36,0,6,16,4,6,1,2,1,0
S00093959,66,0,9,35,6,7,4,3,2,0
S00093960,26,0,1,2,7,10,5,0,1,0
S00093961,59,0,0,2,8,24,17,5,2,1
S00093962,67,0,3,15,32,11,4,1,0,1
S00093963,71,1,1,9,31,13,10,3,2,1
S00093964,26,0,0,0,13,9,2,2,0,0
S00093965,70,0,0,1,2,6,20,16,8,17
S00093966,36,0,0,1,3,6,5,2,12,7
S00093967,45,0,0,0,5,11,5,8,8,8
S00093968,62,1,0,3,14,8,11,7,7,11
S00093969,44,0,0,2,10,4,10,7,4,7
S00093970,58,0,0,5,9,11,4,6,11,12
S00093971,58,0,1,29,9,12,4,2,1,0
S00093972,77,0,1,4,21,18,17,12,2,2
S00093973,59,0,0,2,11,11,10,15,6,4
S00093974,66,0,1,3,28,19,9,2,3,1
S00093975,23,0,0,0,3,4,4,8,2,2
S00093976,31,0,0,2,3,3,4,8,3,8
S00093977,45,0,0,0,5,7,10,11,8,4
S00093978,58,1,0,1,5,15,5,16,10,5
S00093979,58,0,0,2,10,11,16,14,4,1
S00093980,34,0,2,2,16,6,3,3,2,0
S00093981,64,2,2,3,5,21,11,11,7,2
S00093982,45,1,0,5,12,12,2,7,3,3
S00093983,61,0,0,8,16,13,16,3,4,1
S00093984,54,0,0,4,16,12,6,2,6,8
S00093985,39,0,0,2,4,9,7,6,6,5
S00093986,56,0,1,0,20,14,7,6,2,6
S00093987,52,0,0,1,14,14,16,4,1,2
S00093988,57,0,0,0,15,11,17,7,4,3
S00093989,28,0,0,0,2,3,5,8,8,2
S00093990,26,0,0,1,3,2,9,4,3,4
S00093991,65,0,0,0,1,5,10,19,19,11
S00093992,39,0,0,0,4,8,7,6,11,3
S00093993,46,0,1,0,7,12,9,9,5,3
S00093994,57,0,0,3,24,18,8,3,1,0
S00093995,27,0,2,0,10,8,2,3,0,2
S00093996,41,0,1,0,10,14,12,2,0,2
S00093997,33,0,0,1,6,9,2,6,6,3
S00093998,51,1,0,0,5,7,7,11,8,12
S00093999,57,0,3,6,18,17,6,2,3,2
S00094000,46,0,3,6,15,7,4,3,1,7
S00094001,30,0,0,2,6,9,6,2,1,4
S00094002,30,0,2,1,14,10,2,1,0,0
S00094003,28,0,0,2,7,11,6,1,1,0
S00094004,43,0,1,2,13,10,6,3,3,5
S00094005,57,1,2,3,9,12,9,8,5,8
S00094006,64,0,2,2,7,13,13,9,7,11
S00094007,58,0,5,14,11,16,3,4,2,3
S00094008,76,1,1,1,13,18,8,14,10,10
S00094009,31,0,0,4,3,6,8,4,3,3
S00094010,24,0,0,1,4,7,2,4,1,5
S00094011,74,0,4,4,22,18,8,11,2,5
S00094012,38,0,0,1,6,8,6,13,2,2
S00094013,71,0,1,6,22,22,13,3,4,0
S00094014,72,0,0,1,12,19,24,10,3,3
S00094015,64,0,1,5,16,17,9,3,3,10
S00094016,55,0,3,3,9,21,5,3,4,7
S00094017,31,0,0,2,6,4,4,0,2,13
S00094018,77,0,2,11,23,15,12,6,6,2
S00094019,26,1,0,1,4,9,6,1,1,3
S00094020,67,0,2,3,6,16,15,5,7,13
S00094021,38,0,0,0,1,4,8,7,9,9
S00094022,61,0,0,6,6,28,12,6,1,2
S00094023,44,0,0,5,8,6,13,5,4,3
S00094024,40,2,0,1,8,7,6,8,2,6
S00094025,62,0,1,1,11,27,8,3,3,8
S00094026,41,0,1,0,6,17,8,4,3,2
S00094027,74,0,0,1,10,20,11,17,11,4
S00094028,31,0,0,1,1,9,8,9,1,2
S00094029,53,0,1,3,6,15,16,8,2,2
S00094030,74,1,8,9,18,28,8,1,1,0
S00094031,54,0,0,6,7,19,10,7,1,4
S00094032,50,0,0,0,1,15,7,17,2,8
S00094033,50,0,0,5,18,12,3,5,2,5
S00094034,53,0,0,8,23,17,5,0,0,0
S00094035,42,0,0,1,8,9,8,5,6,5
S00094036,29,0,1,1,3,7,6,4,4,3
S00094037,48,0,1,0,9,15,6,4,5,8
S00094038,62,0,2,6,10,16,15,6,3,4
S00094039,38,0,1,0,0,15,12,6,2,2
S00094040,41,0,0,2,1,14,9,7,3,5
S00094041,45,0,1,1,4,13,13,4,1,8
S00094042,46,0,0,1,7,10,7,7,5,9
S00094043,37,0,0,2,8,18,6,2,0,1
S00094044,71,0,0,7,9,28,14,6,4,3
S00094045,50,0,0,1,6,19,7,4,3,10
S00094046,75,0,0,2,7,18,20,13,5,10
S00094047,28,0,0,0,5,6,8,6,2,1
S00094048,47,1,0,2,8,15,6,6,1,8
S00094049,57,0,1,3,9,19,4,8,7,6
S00094050,59,0,1,4,2,14,22,7,4,5
S00094051,54,1,1,3,7,16,6,4,6,10
S00094052,64,0,1,2,1,15,10,13,7,15
S00094053,85,2,3,3,9,21,16,13,10,8
S00094054,39,0,0,3,9,11,5,2,7,2
S00094055,44,0,2,0,8,12,5,9,3,5
S00094056,63,2,0,0,12,19,15,5,5,5
S00094057,29,0,1,2,5,6,5,4,3,3
S00094058,49,0,1,1,4,9,12,11,4,7
S00094059,63,1,0,0,7,18,14,10,7,6
S00094060,76,0,1,1,12,21,13,14,8,6
S00094061,91,0,2,3,29,27,10,6,8,6
S00094062,30,0,0,1,2,8,8,4,5,2
S00094063,46,0,1,0,11,17,4,4,4,5
S00094064,50,1,4,10,15,16,1,2,1,0
S00094065,47,0,0,4,10,27,5,0,1,0
S00094066,48,0,1,7,12,13,7,1,3,4
S00094067,34,0,1,10,12,4,3,1,1,2
S00094068,47,0,2,8,11,13,5,2,1,5
S00094069,35,0,0,1,3,10,6,4,4,7
S00094070,67,0,1,3,13,11,15,7,9,8
S00094071,48,0,0,2,9,6,10,5,10,6
S00094072,36,0,0,2,8,12,6,6,2,0
S00094073,56,0,2,3,7,13,7,12,6,6
S00094074,26,0,0,0,5,6,4,4,3,4
S00094075,37,0,0,1,3,5,12,9,2,5
S00094076,54,0,0,4,11,13,11,5,5,5
S00094077,54,1,1,3,5,11,4,8,7,14
S00094078,68,1,1,0,5,18,10,14,8,11
S00094079,41,0,4,3,19,7,3,3,1,1
S00094080,40,0,1,4,2,7,9,4,7,6
S00094081,44,0,1,1,7,18,8,5,2,2
S00094082,58,0,0,5,4,12,11,12,6,8
S00094083,45,0,0,0,7,11,8,8,6,5
S00094084,35,0,0,0,9,11,6,3,1,5
S00094085,64,0,2,4,4,14,7,17,13,3
S00094086,55,0,0,1,8,16,10,4,8,8
S00094087,40,0,1,3,6,7,7,6,4,6
S00094088,64,1,0,9,24,16,5,3,3,3
S00094089,50,0,0,9,7,8,5,6,7,8
S00094090,75,0,0,0,6,21,13,13,9,13
S00094091,48,0,0,1,12,16,10,2,5,2
S00094092,66,0,0,7,14,7,10,8,6,14
S00094093,41,0,0,0,1,9,8,13,6,4
S00094094,40,0,0,2,4,12,9,5,3,5
S00094095,57,0,0,0,9,13,16,3,5,11
S00094096,57,0,4,5,15,26,3,3,1,0
S00094097,53,0,0,0,3,3,8,14,16,9
S00094098,26,0,0,0,2,9,5,4,2,4
S00094099,51,0,1,1,9,15,10,4,8,3
S00094100,74,1,5,6,18,18,11,6,3,6
S00094101,63,0,1,0,12,12,13,6,11,8
S00094102,47,0,0,4,3,4,15,6,8,7
S00094103,31,1,0,1,6,6,10,2,2,3
S00094104,36,0,1,4,4,5,5,6,2,9
S00094105,57,0,0,4,11,14,8,8,7,5
S00094106,20,0,0,0,1,4,6,5,3,1
S00094107,37,0,1,5,12,15,4,0,0,0
S00094108,42,1,1,2,6,12,12,4,2,2
S00094109,46,0,1,3,21,14,4,2,1,0
S00094110,48,0,1,4,5,17,12,3,4,2
S00094111,42,0,0,4,7,14,7,7,0,3
S00094112,65,0,0,3,16,22,10,3,6,5
S00094113,27,0,0,3,5,6,8,2,2,1
S00094114,66,0,2,1,14,15,15,8,4,7
S00094115,41,0,1,0,0,10,12,12,5,1
S00094116,43,0,3,0,10,8,10,3,0,9
S00094117,38,0,0,3,6,16,4,3,3,3
S00094118,47,0,1,10,16,9,6,1,3,1
S00094119,51,0,0,0,8,15,12,5,8,3
S00094120,32,0,1,2,1,7,6,6,4,5
S00094121,41,0,1,2,10,7,6,7,2,6
S00094122,48,0,2,1,4,10,10,9,5,7
S00094123,69,0,2,7,11,13,10,10,7,9
S00094124,28,0,0,0,6,8,4,6,2,2
S00094125,23,0,0,1,5,6,5,2,2,2
S00094126,32,0,0,1,6,8,14,2,1,0
S00094127,29,0,1,1,4,4,8,6,4,1
S00094128,50,0,1,3,12,8,12,5,8,1
S00094129,55,0,1,2,7,7,20,9,5,4
S00094130,61,1,2,5,16,13,13,6,2,3
S00094131,38,0,0,2,8,9,7,8,2,2
S00094132,47,0,1,7,12,10,6,5,0,6
S00094133,40,0,2,4,9,4,7,3,3,8
S00094134,26,0,0,1,2,5,3,5,5,5
S00094135,65,0,0,5,30,8,2,1,11,8
S00094136,59,0,0,1,7,1,2,6,8,34
S00094137,30,0,0,2,2,8,4,4,6,4
S00094138,55,0,1,1,5,15,14,8,3,8
S00094139,26,0,1,1,2,1,6,1,5,9
S00094140,51,1,1,7,12,18,6,4,0,2
S00094141,31,0,0,3,8,3,4,3,4,6
S00094142,34,0,0,1,3,7,4,11,1,7
S00094143,27,1,0,4,6,4,4,2,1,5
S00094144,50,0,0,1,5,8,22,7,2,5
S00094145,44,0,0,4,10,8,8,8,3,3
S00094146,29,0,0,0,3,4,9,7,3,3
S00094147,59,0,1,13,17,14,4,5,0,5
S00094148,66,0,0,2,7,12,12,5,7,21
S00094149,23,0,0,0,1,2,7,5,3,5
S00094150,26,0,0,1,5,10,6,2,2,0
S00094151,36,0,0,3,3,7,8,7,2,6
S00094152,50,0,0,0,6,16,8,7,2,11
S00094153,27,0,0,4,8,4,7,2,1,1
S00094154,54,0,0,4,5,12,11,6,6,10
S00094155,53,0,0,1,7,13,8,4,6,14
S00094156,57,0,0,1,13,37,5,0,0,1
S00094157,75,0,1,2,9,38,23,2,0,0
S00094158,62,0,0,0,2,49,7,2,0,2
S00094159,48,0,0,23,18,5,1,1,0,0
S00094160,48,1,1,11,29,4,0,2,0,0
S00094161,38,0,1,7,26,2,2,0,0,0
S00094162,48,2,3,1,5,8,9,6,7,7
S00094163,65,0,0,0,5,20,19,11,8,2
S00094164,77,1,11,37,20,7,0,0,0,1
S00094165,59,1,4,18,24,7,3,0,1,1
S00094166,71,0,4,13,21,20,8,1,2,2
S00094167,57,0,4,6,20,15,5,4,3,0
S00094168,71,0,1,9,30,23,2,2,2,2
S00094169,31,0,0,11,8,5,3,2,0,2
S00094170,54,0,6,6,16,13,5,5,1,2
S00094171,48,1,0,9,24,6,3,1,1,3
S00094172,71,0,2,9,26,15,16,0,2,1
S00094173,35,1,2,11,15,3,2,0,1,0
S00094174,59,0,1,11,29,12,6,0,0,0
S00094175,77,1,4,27,19,14,8,1,3,0
S00094176,66,0,0,2,9,15,12,4,16,8
S00094177,58,0,1,0,8,11,7,9,9,13
S00094178,56,0,1,3,24,6,7,5,5,5
S00094179,38,0,0,0,4,20,9,3,2,0
S00094180,75,0,4,3,29,23,8,5,3,0
S00094181,41,0,2,1,16,15,2,2,2,1
S00094182,53,0,3,6,34,7,2,0,0,1
S00094183,42,0,0,1,22,10,6,1,0,2
S00094184,57,0,0,3,37,11,3,2,0,1
S00094185,50,2,2,9,27,8,2,0,0,0
S00094186,46,0,0,4,19,22,0,1,0,0
S00094187,55,4,13,21,10,4,2,0,1,0
S00094188,43,0,3,27,11,1,1,0,0,0
S00094189,48,1,1,4,32,10,0,0,0,0
S00094190,20,0,0,0,3,11,2,1,1,2
S00094191,35,0,0,2,12,10,4,3,0,4
S00094192,43,0,1,2,9,17,8,3,2,1
S00094193,68,2,0,5,21,16,8,9,5,2
S00094194,70,0,0,11,14,29,7,4,2,3
S00094195,53,0,3,7,18,11,4,4,3,3
S00094196,63,0,5,18,23,12,0,2,3,0
S00094197,42,0,1,10,11,10,5,4,1,0
S00094198,50,0,0,5,17,21,3,3,1,0
S00094199,40,0,1,14,9,13,3,0,0,0
S00094200,67,0,2,2,14,28,13,4,3,1
S00094201,50,0,1,2,27,14,3,2,1,0
S00094202,68,0,0,4,25,14,13,4,2,6
S00094203,42,1,12,19,6,3,0,1,0,0
S00094204,45,0,1,2,27,15,0,0,0,0
S00094205,49,0,2,12,15,11,3,3,2,1
S00094206,57,0,2,1,28,19,7,0,0,0
S00094207,49,0,0,5,2,21,17,3,1,0
S00094208,38,0,1,9,9,13,4,1,1,0
S00094209,57,0,1,0,30,11,7,4,1,3
S00094210,53,0,1,1,17,9,17,5,1,2
S00094211,34,0,0,1,14,14,4,0,1,0
S00094212,45,0,3,3,15,8,14,0,0,2
S00094213,42,0,0,34,5,2,1,0,0,0
S00094214,74,0,10,7,28,24,1,2,1,1
S00094215,46,1,6,17,16,4,2,0,0,0
S00094216,68,2,2,13,21,12,8,2,5,3
S00094217,38,0,0,2,4,8,5,5,7,7
S00094218,42,0,2,1,6,15,4,3,5,6
S00094219,43,0,0,0,6,7,5,5,8,12
S00094220,47,0,0,2,7,13,4,5,3,13
S00094221,60,0,0,3,5,14,7,11,11,9
S00094222,48,0,0,1,3,13,10,16,4,1
S00094223,64,0,5,4,11,26,11,2,3,2
S00094224,42,0,0,7,11,9,9,2,2,2
S00094225,76,1,2,18,36,11,4,2,2,0
S00094226,53,0,7,12,15,17,1,1,0,0
S00094227,40,0,4,8,23,5,0,0,0,0
S00094228,67,3,7,28,24,2,2,0,1,0
S00094229,53,0,14,15,15,5,1,2,1,0
S00094230,51,1,6,7,18,11,4,2,0,2
S00094231,45,1,0,14,11,16,3,0,0,0
S00094232,41,0,8,24,9,0,0,0,0,0
S00094233,38,0,0,14,19,2,1,1,0,1
S00094234,77,0,1,6,19,32,14,2,2,1
S00094235,57,0,0,5,14,18,9,5,0,6
S00094236,73,0,3,11,45,9,2,1,0,2
S00094237,71,0,2,8,21,23,8,7,0,2
S00094238,36,0,0,2,7,19,4,2,0,2
S00094239,55,0,1,0,8,21,11,6,2,6
S00094240,70,0,3,24,20,12,8,2,1,0
S00094241,38,0,1,3,3,14,3,8,1,5
